الكتب,الكاتب,سنة النشر,دار النشر,قسم الكتاب,تلخيص الكتاب,عدد الصفحات
ذئب وحيد - ثلاثية تلال..,إبراهيم أحمد عيسى,2021,الكرمة للنشر والتوزيع,روايات,"تدور أحداث الرواية في أجواء خيالية وأرض بعيدة تماما عن عالمنا وإن تشابهت الأسماء والشخصيات، الرواية من 12 فصل جاءوا في 330 صفحة وهي جزء من ثلاثية تحمل أسم العالم التي تدور فيه أحداث الرواية وهي أرض تلال الشمس … صراعات نفوذ وخيانات ومواقف إنسانية تدور في فلك الواقعية السحرية وهذا العالم المتخيل بالكا",222
كونداليني,ميرنا الهلباوي,2020,الكرمة للنشر والتوزيع,روايات,"الهروب حل أنيق جدًا وبسيط جدًا عندما نتخيله. يمكنك أن تجمع حاجياتك في حقيبة سفر وتختفي في ساعة متأخرة من الليل من دون أن يلاحظ أحد هروبك. لكن المقابل ضخم: أنت وحدك تمامًا، من دون رفيق أو صديق. هذه هي لعبة الحياة القاسية. تريد شيئًا؟ سأعطيك إياه لكني سآخذ في مقابله شيئًا آخر. مقايضة رخيصة، ويجب أن تك",134
إذاعة الأغاني : سيرة ش..,عمر طاهر,2015,الكرمة للنشر والتوزيع,أدب,"بينما تجري الحياة.. ثمة أغنية ما تدور في الخلفية. بينما تدور أغنية ما.. ثمة حياة تجري في الخلفية. هذا الكتاب أجمل وأعمق كتاب لعمر طاهر حتى الآن، به كل ما يتميز به أسلوبه من سلاسة وذكاء وحس ساخر وزاد عليه هذه المرة فهم وإحساس عميق بالنفس البشرية وتعاطف إنساني مع ما نمر به من مواقف في حياتنا. يبوح عمر",23
أثر النبي - قصص قصيرة..,عمر طاهر,2017,الكرمة للنشر والتوزيع,نصوص,"""قصص قصيرة من وحي السيرة النبوية يحكي فيها عمر طاهر بأسلوبه الممتع والمؤثر عن 12 رجلًا وامرأةً كانوا حول الرسول عليه السلام.""",80
كحل وحبهان,عمر طاهر,2018,الكرمة للنشر والتوزيع,أدب,"«فسدت شهيتي أنا الذي كنت أرى في الطعام ما بعد الطعام. لا يوجد ما هو أشهى من طعام استقر لفترة داخل فخارة في النار، تمامًا كالتجارب التي تسوي جاذبية الواحد على مهل. الفاكهة التي أعود بها من السوق لا ضامن لها، وهي غدَّارة مثل اختيارات الواحد العاطفية. الخبز يقول إنه لا بد من شريك. يكبر الواحد فيهرب من",253
من علم عبد الناصر شرب..,عمر طاهر,2020,الكرمة للنشر والتوزيع,نصوص,"أسئلة طاردت الكاتب،فطارت الإجابات في هوامش كُتب التاريخ:- لماذا اختار السادات أن ينزل مطار ""بن جوريون"" ليلًا؟- ما الذي يدفع الملك فاروق لصداقة ""كهربائي""؟- لماذا غني الناس في جنازة عبد الناصر ولم يغنوا في جنازة أم كلثوم وهي المطربة أصلًا؟- لماذا قام محمد علي بتأميم البُن؟- ك ",380
عناق عند جسر بروكلين,عز الدين شكرى فشير,2017,الكرمة للنشر والتوزيع,روايات,"هذة رواية بديعة،جميلة لروائي كبير ترسخ اسمه بسرعة فى الأعوام الأخيرة... تشبه اللحن الذى يتكرر على مراحل بناء سيمفوني كبير( جمال الغيطاني، الأخبار) تشبه جملة بيانو ناعمة، تتوقف فجأة لتترك المستمع في حالة من الوحشة والشجن (سيد محمود، الأخبار اللبنانية) الرواية ساحة تتصادم فيها أصوات مختلفة وأنظمة معتق",160
كل هذا الهراء,عز الدين شكرى فشير,2017,الكرمة للنشر والتوزيع,روايات,"داء لأصحاب القلوب الضعيفة والأحاسيس الخُلقية والدينية والوطنية المرهفة ألَّا يقرأوا هذه الرواية. قراءة هذه الرواية ليست عملًا إجباريًّا، بل اختيار من القارئ. ومن ثَم، يتحمل القارئ مسؤولية أية خدوش أو أضرار قد تصيبه. (عزالدين شكري فشير) يفاجئنا عز الدين شكري فشير، أحد أهم كُتابنا المعاصرين، بهذه الرو",407
مشارف الخمسين: موجز عن..,ابراهيم عيسى,2015,الكرمة للنشر والتوزيع,تراجم وسير,سيرة ممتعة وكاشفة لواحد من ألمع الصحفيين المصريين وصاحب قلم سلس جذاب. مواقف مؤثرة وخواطر صريحة تجمع ببراعة مذهلة بين الحميمي والعام. سيرة شخصية حميمية تحكي عن عالم ووطن يكاد يتلاشى. يحتوي الكتاب على عشرات الصور النادرة في إخراج فني رائع.,18
ألبوم صور قديمة,ابراهيم عيسى,2017,الكرمة للنشر والتوزيع,قصص قصيرة,"كتاب قصصي لإبراهيم عيسى بعنوان «ألبوم صور قديمة»، يحتوي على مجموعتيه «عندما كنا نحب» و«صار بعيدًا». وهي بالإضافة لجمال سردها تقدم ما يشبه سيرة ذاتية قصصية لتجاربه في دوائر الصحافة والسياسة وعالم الحب والصداقة.في مقدمة هذه المجموعة التي يحمل غلافها صورة لنجمة عيسى الأثيرة فاتن حمامة رسالة وجهها إلى",18
دم على نهد,ابراهيم عيسى,2014,الكرمة للنشر والتوزيع,روايات,"رواية مثيرة تدور حول مي الجبالي التي لم تكن تتوقع أن السَّبق الصحفي الذي ستحصل عليه عندما تحاور «السفاح» قبل إعدامه سيُغير حياتها بهذا الشكل. يبوح لها «السفاح» في كل لقاء بأسرار لم يعترف بها في التحقيقات، فتكشف لمي عن أشياء تجعلها تُشكك في كل ما كانت تعتقده، وتربك علاقاتها، وتضع حياتها في خطر. رواية",18
دم الحسين,ابراهيم عيسى,2014,الكرمة للنشر والتوزيع,روايات,"هل وقته الآن الكلام عن الحسين؟ نعم، فى كل وقت نحن فى حاجة إلى هذا الزمن، ورغم كثرة ما كتب - وقرأ - عن الحسين سيد الشهداء وسيد شباب أهل الجنة (جعلنا الله من شبابها.. يارب) إلا أن كثيرًا من العيون والأقلام أغفلت الحديث عما بعد مقتل الحسين... ماذا جرى تحت اسم دمائه الطاهرة؟ ستجد فى هذا الكتاب شيئا مما",18
مقتل الرجل الكبير,ابراهيم عيسى,2014,الكرمة للنشر والتوزيع,روايات,"في قالب أدبي بوليسي يتناول إبراهيم عيسى مقتل رئيس الجمهورية بصورة غامضة وكيف تم نقل السلطة إلى شخص آخروالالتفاف حول إرادة الشعب وخداعه. كتبت هذه الرواية عام 1999، ويقول إبراهيم عيسى أنها ارتبطت بظروف معينة منها وفاة والدته ومنع جريدة ""الدستور"" من الصدورعام 1998، وسفره إلى أمريكا عند أحد أصدقاءه. ليك",18
مولانا,ابراهيم عيسى,2012,الكرمة للنشر والتوزيع,روايات,"الرواية الجديدة للكاتب والصحفي إبراهيم عيسى، والتي يتناول من خلالها ظاهرة بعض شيوخ الفضائيات التي انتشرت في العالم العربي في السنوات الأخيرة، حيث يكشف لنا العالم الخفي لهؤلاء الشيوخ، والعلاقات التي تربطهم بأجهزة الأمن والساسة ورجال الأعمال، وهي رواية جريئة توضح كيف يساء استخدام الدين.يقول إبراهي",40
ذاك الياسين,أماني العدوي,2019,تويا للنشر والتوزيع,روايات,"ذاك الياسين .... مش رواية ....مش رواية؟! لا .... مش رواية ....أمال ايه ؟!تقدر تسميها ... ""حالة"" .....يعني ايه ؟!ذاك الياسين حدوتة .... مكتوبة بشكل مختلف عن أي رواية قرأتها .... أنا أصلا مبكتش روايات .... أنا بكتب ""حالة"" ... بخليك تشد كرسي و تتفرج .... تشم ... و تسمع .... تنتشي .... أنا مبك",32
